0u,0
0.001u,0
30u,0
30.001u,-1
60u,-1
60.001u,0
90u,0
90.001u,1
120u,1
120.001u,0
150u,0
150.001u,0
180u,0
180.001u,900m
210u,900m
210.001u,0
240u,0
240.001u,0
270u,0
270.001u,0
300u,0
