0u,0
0.001u,0
30u,0
30.001u,0
60u,0
60.001u,0
90u,0
90.001u,0
120u,0
120.001u,0
150u,0
150.001u,1
180u,1
180.001u,0
210u,0
210.001u,0
240u,0
240.001u,0
270u,0
270.001u,900m
300u,900m
