0u,0
0.001u,0
30u,0
30.001u,0
60u,0
60.001u,900m
90u,900m
90.001u,900m
120u,900m
120.001u,0
150u,0
150.001u,0
180u,0
180.001u,0
210u,0
210.001u,-1
240u,-1
240.001u,1
270u,1
270.001u,1
300u,1
